"","logFC","logCPM","F","PValue","FDR"
"SGCB",0.175144148312747,4.26565142546191,2.58889970412182,0.127873783893736,0.317255757363169
"CADPS2",0.205640443674034,3.83752765018175,2.5887071308426,0.127887027607339,0.317255757363169
"TBP",-0.219541004219902,3.67333313852995,2.58760644379485,0.127962209894727,0.317397174599676
"TMEM185A",0.304203532123086,2.0001997253808,2.58515988428756,0.128129998614974,0.317768219828814
"UNG",-0.193673467510733,6.72259339494319,2.58482520429528,0.128152110445164,0.317777925673593
"ARHGEF12",-0.171146046205707,7.25321679999537,2.58346270980127,0.128245352798161,0.317907455677934
"MLLT4-AS1",0.403326715657671,0.651447292788473,2.5834396958538,0.12825174511357,0.317907455677934
"CARKD",-0.184409241761258,4.52792537939467,2.58300686971827,0.128276581688252,0.317907455677934
"NASP",-0.159782540872427,7.03872170531229,2.58276292765523,0.128293274810147,0.317907455677934
"ADCK4",-0.165775069085387,4.52521831969883,2.58273248144961,0.128295375109518,0.317907455677934
"TRIM46",-0.321961032217592,1.27407957494087,2.5817255775388,0.128366312500485,0.318038102849527
"DPM2",-0.204468593917926,4.27427055878873,2.58112647270586,0.128405469577629,0.31808998578019
"EMC1",-0.185870035853149,6.46315633869294,2.58082478167682,0.12842611566026,0.318096004490704
"POMP",0.14383798926228,6.99050989475996,2.58034233312,0.12845920810082,0.318132845249825
"GABARAP",0.227502830919758,2.79578721959899,2.57968340461047,0.128504746869806,0.318200494872456
"FLYWCH2",-0.203901660499011,3.15600748835992,2.57871052344648,0.128571454721206,0.318300213416079
"RP11-316O14.1",-0.617879162965918,0.103203855244146,2.57875579170515,0.128581474369317,0.318300213416079
"RP3-508I15.21",-0.738374408761463,-1.00287523116989,2.57424001800936,0.12899539123867,0.319279592035387
"SLC35E1P1",0.912406045633275,-1.13274772732432,2.57306732949157,0.129083866395909,0.319453298611872
"RAB11FIP3",-0.235724057157942,3.10253538742472,2.57057257711403,0.129131837598347,0.319526732059279
"MBIP",0.222090750006286,2.94652587021279,2.56980634452768,0.129184791579752,0.319589994599689
"AC021188.4",-0.247001055244472,2.29776774600554,2.56953512743721,0.129203789625789,0.319589994599689
"TULP4",0.185305712558339,7.64360243191068,2.56940388624421,0.129212310266511,0.319589994599689
"TIAF1",-0.335248630550593,1.40133651933263,2.56728706408186,0.129360333099751,0.319910796854249
"RP11-561C5.4",-0.500228797316633,0.136513970895341,2.56617855128156,0.129447032977573,0.320079876784818
"DDX42",-0.153433331570243,7.07364923129061,2.56570965281119,0.129467868643821,0.320086071394365
"PCDHGC4",0.329889764617314,1.40572808983083,2.56404863389734,0.129584644100711,0.320329424587572
"SH3D21",-0.453284006383894,0.391380982881719,2.56268995373367,0.129684515475328,0.320530928411915
"AC000123.3",0.728405453425658,-0.65316600558004,2.56129992540947,0.129847432558806,0.320873508004477
"ADAM20",0.57010561580911,0.102344154444458,2.56024847107168,0.129859871782593,0.320873508004477
"RP11-166B2.8",-0.570647127968679,-0.182525468628778,2.55992306679007,0.129892356679105,0.320880547397789
"EFCAB13",0.408051460564403,1.36541879442761,2.55951652362283,0.129899472543521,0.320880547397789
"PTCD1",-0.23504243066035,2.55926365711781,2.55873149609651,0.129952690021079,0.320966601576815
"CASP8AP2",0.145085594416517,6.28145976142645,2.55794914199813,0.130006730379027,0.321025463933896
"PTPN11",-0.178866151137881,7.93915696876346,2.55771745306851,0.130022858742018,0.321025463933896
"NDUFB9",-0.143627465179108,7.24259495641527,2.55759083410226,0.13003167485995,0.321025463933896
"AK3P3",-0.630502214959828,-0.260391191208107,2.55705043480706,0.130097540184202,0.321116057766924
"RP11-95I16.6",1.76214501804013,-2.42399106116423,2.50154915421905,0.130105148820352,0.321116057766924
"MBD3",-0.181130692377049,5.24744642790169,2.55544752389267,0.130181019571562,0.321257908954015
"RP5-1186N24.3",1.75846149733642,-2.4271322828386,2.50000830281517,0.130213204685555,0.321291928814351
"ANAPC16",0.147823291704016,6.15433228905998,2.55405960086023,0.13027783335335,0.321405979940125
"GS1-304P7.2",0.964688902513771,-1.18760232156885,2.55439235741501,0.130367981707974,0.32157444723346
"KCNG3",0.194611202627443,3.24146596531623,2.55255727064874,0.130382950773846,0.32157444723346
"HIBADH",0.185826746264704,4.1758674615696,2.55171381872613,0.130441691803596,0.321673891014602
"C21orf91",0.171016975519916,5.5568042785877,2.55124053494901,0.130474756069556,0.321684028909175
"SUB1",0.146119883568578,7.90746818893024,2.55112763237481,0.130482646705056,0.321684028909175
"CLN5",0.210267608882556,4.19119449629048,2.55003131213306,0.130559356192873,0.321803127807744
"SRSF8",-0.184506104850246,5.72505198564231,2.54990909162201,0.130567886888806,0.321803127807744
"RP11-52L5.6",-0.402534547322967,0.550071464544848,2.54972629911251,0.130586242334536,0.321803127807744
"RAB2B",0.188997858003671,4.01941831009155,2.5483024792186,0.130680467445822,0.321989886064476
"TMEM183A",-0.167301067823484,7.87535551152141,2.54711744317798,0.130763417032906,0.322148813237669
"YBX2",-0.410679386880427,0.843187269205581,2.5440052136965,0.130985418926412,0.322650216573989
"DDX50P1",0.426518729893633,0.44878999880364,2.54326693858491,0.131040295439975,0.322711734822681
"KRT8P33",0.907628990974896,-1.60000040111415,2.54207123840514,0.131047354920836,0.322711734822681
"RBL2",-0.157805322180428,5.99755961143147,2.54039366447479,0.131235833001406,0.323130303986259
"CELSR2",-0.244136396455049,4.35305940273224,2.53790749160061,0.131411056322802,0.323516123714756
"RALB",0.252243363110632,2.23726159028662,2.53714106831434,0.131465677951071,0.323604971579024
"ZNF738",0.196685372989113,4.37695278112921,2.53630208001531,0.13152434378073,0.323703747864567
"SNORA35",0.460655059377312,0.889566566574124,2.53581441696403,0.131562257345297,0.323751428658903
"RAP1GDS1",-0.171279615121188,6.23421791036628,2.53541433637775,0.131587022221076,0.32376674397977
"GDF9",0.604614387229402,-0.127179891240676,2.53543873185851,0.131606751706712,0.323769667272838
"ANAPC2",-0.200542467897643,3.62523986888427,2.53415829869226,0.131675972116651,0.323894326679949
"PRR11",-0.159074257560091,6.15897616720019,2.53328496743776,0.131737555475626,0.324000168128926
"RANGRF",-0.186023274646616,4.13994513027988,2.53179767870348,0.131842868731568,0.324213515531706
"SPATA5",-0.149533198438086,6.07290510155204,2.53083751963424,0.131910834391421,0.324334974675161
"RASL10A",-1.12106875237676,-1.79483581741186,2.52400563790545,0.13194680498997,0.324377743028982
"AC018804.7",-0.300763502431434,1.72581871505041,2.52904518360982,0.132038991923398,0.324558682005402
"AK5",0.354581434195236,1.26786707207228,2.52825640679786,0.13209588615551,0.324652830970798
"RP11-829H16.3",0.580627314057615,-0.408739465552146,2.52839693057463,0.132123164639955,0.324661369457467
"RP11-624J12.1",0.402031764953124,1.32598868804029,2.52736728236664,0.132158885982853,0.324661369457467
"H2AFV",-0.159089547477908,7.15010998307316,2.52724167001761,0.132165922708354,0.324661369457467
"PDE4DIP",-0.145937261305001,6.03744096149675,2.52713176752039,0.13217373012674,0.324661369457467
"NAA40",-0.192902625934168,4.93970834576652,2.52550201488131,0.132289558002028,0.324816336425865
"R3HCC1",-0.154650143532712,5.01122986806745,2.52547831617548,0.132291242260354,0.324816336425865
"ZNF746",-0.257684027730635,3.0350341672228,2.52546241990232,0.132292623105071,0.324816336425865
"HOMER1",-0.157469333050012,5.68770596813815,2.52307064928486,0.132462571719199,0.325187885190587
"RP11-197N18.8",-0.657733702556066,-0.651406963729651,2.52207918106156,0.132599058812742,0.325441590264117
"TRRAP",-0.171187238060411,5.67388834204201,2.52109744476769,0.13260319062703,0.325441590264117
"AC084082.3",0.300758836202349,4.67729912392707,2.52069399666639,0.132631974097815,0.325466488433957
"ELMOD2",0.15101357977833,6.73087213595558,2.52042180137119,0.1326513792812,0.325468369398386
"EIF3FP3",-0.552753099741268,-0.227854918271851,2.52024481913731,0.132688937239276,0.32551478253333
"RPRD1B",-0.159648070200606,4.78876766684883,2.51924588197442,0.132735313882406,0.325582813739932
"SLC9A6",0.15560236439038,4.64203018796209,2.51898192112796,0.132754163982117,0.325583316215693
"ZCRB1",0.16822442041962,6.25982265206128,2.51819656623907,0.132810248483564,0.325675124142676
"RP11-158M2.3",1.54513059998577,-2.02896728731987,2.49256083773832,0.132855907611434,0.325741344946766
"USP33",0.158238027464781,6.9011510113945,2.51693251242717,0.132900596965717,0.325775549280451
"GLO1",-0.165938143400293,8.0465699308868,2.51666672138313,0.132919603691725,0.325775549280451
"CMTM8",-0.276910110200394,2.21166134769622,2.51628249032168,0.132947690386087,0.325775549280451
"PRMT8",-0.29738367235041,1.65021271523537,2.51627348871155,0.132948921298001,0.325775549280451
"RP11-767N6.2",-0.361298694013385,0.829096699991702,2.51610905308622,0.132963139372453,0.325775549280451
"SNAP47",-0.17134671607798,5.49838764750919,2.51393926383432,0.133114844467686,0.32610148907053
"LGR4",-0.152384290769565,5.57349346094506,2.51361097325075,0.133138367362273,0.326113363849069
"LRRC15",-0.50280218329759,-0.182496806956311,2.51311966900271,0.133195528901287,0.326207619309156
"FAHD1",-0.175654799697789,5.19534050777841,2.51206809437882,0.133248991032269,0.326292789427218
"PACSIN1",-0.280445580412807,1.66585447409888,2.51112768883875,0.133317630908474,0.32641509687658
"SAR1B",-0.179919045178997,5.90602905982086,2.50968606961512,0.133419993809879,0.326619925964967
"ARRDC1-AS1",-0.198142929903204,3.71901870644622,2.50792697295655,0.133546604703785,0.326881272322238
"TMED4",-0.156105685414514,6.64738653026363,2.50768037777877,0.133564189555559,0.326881272322238
"STAMBPL1",-0.190865961760863,4.23364065094381,2.50639918735387,0.133656443211934,0.327033908092924
"AC005682.5",-0.1813193287119,3.58988392049284,2.50629599957667,0.133664013403917,0.327033908092924
"NUP155",-0.163695340518556,7.4522600676279,2.50524929788583,0.133739224130765,0.327167512586912
"CHTF18",-0.197655456733819,4.14533756645069,2.50501589189929,0.133756091648034,0.327167512586912
"NPPC",-0.662165519022154,0.121947394202724,2.50340357688556,0.133885550691997,0.327438303387066
"NIT1",-0.166235047669775,5.13969108546385,2.50140454217932,0.134016620508634,0.327712957193918
"COL6A2",0.24837066677783,3.26035865021253,2.50040163779385,0.13408930659562,0.32784478742267
"TTC7B",-0.198123310809746,6.26444462565249,2.49970635633043,0.134139359123955,0.327921250038151
"TXLNA",-0.154131728461906,5.79199417836872,2.49767700365238,0.13428622069227,0.328234320510696
"NDUFA5",0.144138666053036,6.69813196921921,2.49670517543872,0.134356617657541,0.32836042792666
"EIF1B",0.208974535599858,4.44299121364975,2.49620219137088,0.134393087903138,0.328403596552559
"RP11-410L14.2",-0.47282908504148,0.426762796847341,2.4950847231991,0.134481052633986,0.328572567664007
"HMGN3-AS1",0.402965464579772,0.988123161868339,2.49433311414992,0.134531620264345,0.328611326462567
"RP11-4L24.4",0.205625257387147,2.92720190254479,2.49403264603159,0.134550735191418,0.328611326462567
"ARFRP1",-0.187997825999519,3.95469583657497,2.49399341125544,0.134553372134197,0.328611326462567
"TTC27",0.190075924405881,3.60488016042897,2.4932097812566,0.134610379046717,0.328704578228748
"RPL27",0.172966207679711,10.6732765420117,2.49011412117381,0.134835261333562,0.329207680845449
"KIAA1324",0.576946673886383,0.0136707678209716,2.48906168636886,0.134927467250974,0.32935746771524
"CEP55",-0.167795022127038,6.20556594391453,2.48875346760752,0.134934333068081,0.32935746771524
"ABCB6",-0.258267356832323,1.97265842598373,2.4881071393143,0.134982200544579,0.32942825798874
"CTA-315H11.2",-2.02117425874225,-2.71346079849021,2.44414853893092,0.135055288626644,0.329560571548136
"ZNF761",-0.180711788306043,4.1329755591305,2.48472280476909,0.135228378060743,0.329936836341582
"TRAF1",-0.489494820931606,0.587281232114699,2.48386545375081,0.1352963874958,0.330016058101297
"OPRL1",-0.20732423380221,3.18363657983814,2.48365339462713,0.135306698178638,0.330016058101297
"ZBTB11-AS1",-0.253116897632712,2.75275756801286,2.48346646554665,0.135320466190438,0.330016058101297
"RP11-69M1.6",-0.295727392234865,1.76303466767682,2.48325745478102,0.13533644439717,0.330016058101297
"PFKFB2",0.194310130458373,5.37376150616049,2.48266945402995,0.13537840731602,0.330072291057295
"HES6",-0.160992059013226,7.73754120653369,2.48221765136429,0.135411450917384,0.330106764752109
"STK38",-0.160903826397418,4.73883172357935,2.48130345765771,0.135478363041289,0.330223782164571
"PPIP5K1",-0.189143523184793,4.02119323592941,2.47921867833935,0.135631120608576,0.330549982982129
"TBC1D17",-0.237936685568609,2.58639316149618,2.47832838983096,0.135696746783372,0.330663772304109
"CTD-2256P15.2",-0.33041675300522,1.36391771472818,2.47804716055274,0.135718721003922,0.330671174294752
"C22orf46",-0.386518742331355,1.32701592887812,2.47746908142457,0.135761248935268,0.33072864521591
"ZPR1",-0.162581558212316,5.97265730367482,2.47696196071559,0.135796617655343,0.330768661946937
"TK2",-0.252934339207742,2.88414701093939,2.4763449246136,0.135842220788586,0.330833592665311
"YY1AP1",0.327176514790841,7.25277727309479,2.47593103258881,0.13587232483445,0.330860763667434
"TMEM198B",-0.275818595604229,2.09125057739023,2.47530830120153,0.135918763829078,0.330927698547595
"KLHDC10",-0.191118480098983,5.66428774959108,2.47349669881367,0.136051303985265,0.331175587497009
"METTL9",0.156318361304633,6.57140765629272,2.47339000467888,0.136059152663675,0.331175587497009
"QSOX2",-0.179878528564327,5.84073296347028,2.47306287817591,0.136083228776096,0.331175587497009
"CTD-2270P14.2",-0.552643694845929,0.24884120300018,2.47301505287401,0.136096438888932,0.331175587497009
"PCNP",0.182559127323988,7.11070840547698,2.47151822107174,0.136196974622123,0.331331584443954
"C14orf166",0.149847436058635,7.64036058468735,2.47149758763563,0.136198494624825,0.331331584443954
"PGRMC1",0.153359439885015,7.81919324188049,2.47087018780385,0.136244729846628,0.331338716831935
"CCDC167",-0.158312086960128,5.71345824460591,2.47075261988836,0.136253398729792,0.331338716831935
"COX6B2",-3.1980765795089,-2.97839140632128,2.46260914690317,0.136275990548841,0.331338716831935
"ZNF136",0.20474452652926,4.12917747577878,2.47042897275199,0.136277325866851,0.331338716831935
"CBL",-0.163249800217181,4.55147124692081,2.4693260328707,0.136358620266727,0.331478030807767
"ARL10",0.213874513796389,4.11633465569635,2.46913746405414,0.136372590386153,0.331478030807767
"ROBO1",-0.526684563045495,0.284505238938531,2.4685581585332,0.13642433110294,0.331557643663123
"CERS5",0.174883453577589,4.26296206141178,2.46772441454839,0.13647686424245,0.331609758680889
"JAM2",0.152145025685431,5.52004698907273,2.46763087293654,0.136483755333842,0.331609758680889
"EIF2B1",-0.212038417473404,6.0447995601037,2.46720789396073,0.136515001851202,0.331639532877809
"USP3",-0.15847130772961,6.83767965557536,2.46625200240754,0.136585651418365,0.331765008355471
"GNB4",0.166750838673636,6.35926143642876,2.46489151255774,0.136686284140776,0.331937808212032
"RNF185",-0.169279599293428,4.77942810881792,2.46477642750414,0.136694810379837,0.331937808212032
"PRCP",0.154543605455115,5.98658866949553,2.46380074054997,0.136767032192136,0.332041854276823
"DOCK11",0.968931646542808,-1.36440703970409,2.46456097164987,0.136775687653945,0.332041854276823
"LINC01128",0.196038928053086,4.72382892136266,2.46290879241181,0.136833114004946,0.332135089901914
"IRGQ",-0.189208426754883,5.1801274496945,2.46227710582335,0.136879925029546,0.33220253660402
"FITM1",-0.639539684098663,-0.61837332659435,2.46276965097686,0.136904267863964,0.332215442668223
"STAP2",-0.266120050988275,2.78727044320871,2.46050240407489,0.137011883546389,0.332399925799785
"RP4-614O4.13",0.805145484799801,-1.26851718038943,2.46210551047097,0.137018363641442,0.332399925799785
"NNT",-0.164883395364285,6.42888676391663,2.45967300942647,0.137073125812742,0.332451858762874
"TIMP1",0.239316497225392,2.70899184757678,2.45961407152336,0.137077848075403,0.332451858762874
"PRDX3",-0.169826834936217,8.3759338125966,2.4586263771802,0.137150871587367,0.332582769012444
"RP13-216E22.4",0.533567482776486,0.138229087109235,2.4584528642528,0.137175704997981,0.33259680098233
"CYP51A1",-0.184388728438043,4.19463751482308,2.45649942786917,0.137309079796578,0.33287396243341
"RP11-196G11.4",0.578961430808132,-0.408099399807167,2.45494942205174,0.137463580796709,0.33320225539591
"RP11-464F9.20",-0.446504296223008,0.180842924797953,2.45405001122999,0.137501890792849,0.333248857324737
"RP11-752D24.2",0.373989259775847,0.902568034769035,2.45330153816318,0.137550583023827,0.3333206051571
"GPR180",0.161899524227613,5.0186273972526,2.45256426838332,0.137602252075405,0.333399545683463
"CRTC1",-0.310416643154109,1.68920426611651,2.44994323819489,0.13779910249095,0.333765589743819
"PYCR2",-0.181682938855881,4.56971343292147,2.44966634326685,0.137818674499186,0.333765589743819
"DTL",-0.164812211781401,6.90069010780307,2.44954112523841,0.137828021304786,0.333765589743819
"MIR616",-0.47985286400895,-0.102208909323337,2.44954868086112,0.137845759825707,0.333765589743819
"RP11-51O6.1",0.33014267263794,3.45512931646783,2.44901191913482,0.137867789142533,0.333765589743819
"NKAPP1",0.383447049908286,0.71684478208782,2.44906469570502,0.137868010469715,0.333765589743819
"DCTN3",-0.166181606251473,4.7039046307533,2.44817839277797,0.137929953316171,0.333869260439005
"MAP3K14-AS1",0.746758140367841,-0.756546857742549,2.4467529735742,0.138126112090514,0.33419848736698
"RP11-671M22.4",3.51831837398943,-2.88267935680567,2.45221812253575,0.138138920741807,0.33419848736698
"RP3-428L16.1",1.317158781803,-2.12945547359464,2.42063964376565,0.138147855807087,0.33419848736698
"CTD-2524L6.3",1.1090456511851,-1.88644512160902,2.43557625028177,0.138161351906553,0.33419848736698
"VPS39",-0.172449696078813,5.24708546854318,2.44485617071842,0.138178807353582,0.33419848736698
"PPP1R3B",-0.197578592926691,3.15216965492242,2.4448327411147,0.13818079709023,0.33419848736698
"ZFP37",0.211315534284622,3.18191941287451,2.44450266631743,0.138205543974116,0.334212049421965
"TSTA3",-0.180558843166881,4.29624323472855,2.44412301281243,0.138233838023915,0.334234184377402
"RP11-434B12.1",1.20913696709102,-1.83833440828684,2.43429807558563,0.138269994743835,0.334275321641541
"NUP37",0.14317608160449,6.07347566044465,2.44324165125879,0.138299942021769,0.334301437926927
"CTD-2622I13.3",-0.543207660963134,0.0524580017424509,2.44194848440726,0.13841101081235,0.334523608415953
"OSGEPL1",0.159809549259814,4.39079529374324,2.44140485462408,0.138437932893537,0.334542372569464
"ACTR5",-0.191037677194067,3.7220411164278,2.44073800307125,0.138488202315169,0.334601988843389
"TATDN2",0.202845690905801,3.50647038649703,2.44032190405883,0.138519533641326,0.334601988843389
"AGFG1",-0.172379886242103,6.14590531853677,2.44029108614087,0.138521660713524,0.334601988843389
"OR51A10P",-2.01960355858549,-2.71437200736754,2.39842467105743,0.138539249761637,0.334601988843389
"ZMYND10",-0.462642870910347,0.631471802326242,2.43792892325991,0.138704492710361,0.334922712673225
"CTC-444N24.11",0.186052746753446,4.06877521027125,2.4377851435079,0.138710403049637,0.334922712673225
"POLD3",-0.186184070881946,5.22453198658972,2.43625401313163,0.138825734204392,0.335132177278708
"THAP9-AS1",0.149568660080752,5.11153168625424,2.43609651161097,0.138837614641503,0.335132177278708
"PCDHB19P",1.9123866453476,-2.71553763775148,2.39246831326681,0.138906128492148,0.335132177278708
"ULBP1",1.9123866453476,-2.71553763775148,2.39246831326681,0.138906128492148,0.335132177278708
"ZBTB7A",-0.369879590331499,1.90490894270405,2.43515856520872,0.138909241017935,0.335132177278708
"ADGRD2",1.75902180462022,-2.42679353617695,2.38435597988373,0.138912306674109,0.335132177278708
"ZNF200",-0.196371999139271,4.30129926150809,2.4348329374842,0.138933000059974,0.335135798735636
"MGAT5B",-0.331161525203499,1.24289334279654,2.43452046070712,0.13895859429562,0.335151239446148
"KPNA5",0.161904755570495,5.72936678824316,2.43254463612759,0.139105839374641,0.335413118231753
"WNT10A",1.20952173185541,-1.83919622483948,2.42312263241772,0.139115851061197,0.335413118231753
"CTD-2083E4.6",0.615143640647409,-0.268032304030685,2.43268209606012,0.139124797580608,0.335413118231753
"AUNIP",-0.187235534741287,3.92525273420755,2.4259672403106,0.139604322790966,0.336475762961356
"SATB1",-0.182029628662676,5.24728805361839,2.42589267815203,0.139609890073341,0.336475762961356
"LIN28B",-0.159740909390003,4.54382178505453,2.42571523949861,0.139623375238689,0.336475762961356
"RP11-379H18.1",-0.274793296868574,2.9027903519632,2.42356582514004,0.139787011845011,0.336823623683949
"SPRYD4",-0.157741101809873,4.78493374140151,2.42224513434234,0.139887234992021,0.337018611676418
"MYBL1",-0.154367003655045,6.42066208604436,2.42170015648992,0.139928720621965,0.337072054007552
"PIP5K1A",-0.159989433549202,6.98536821956584,2.42073427687809,0.14000230010185,0.337202781293587
"MARCO",-0.430199006533906,0.818146451151482,2.42004263714222,0.140058756229444,0.337292235730045
"SCO2",-0.191429566733571,4.1194100805548,2.41919715216826,0.140119543480883,0.3373920943551
"RP1-197B17.5",0.424155735320369,0.384127220805529,2.4177202434833,0.140239613530698,0.337573996158028
"VILL",-0.662246800148225,-0.859716291888632,2.41869846162533,0.140252898726468,0.337573996158028
"HNRNPF",-0.164079888457197,7.68288796856534,2.4174469269003,0.1402530833883,0.337573996158028
"CTD-2587M2.1",0.63976629351288,-0.755467952952882,2.41744912531973,0.14033763537963,0.337730952177383
"HAUS3",-0.172057725193537,4.9367516691179,2.41510773568749,0.140431877965703,0.337874120761681
"ZNF79",-0.191850341642885,3.65457063964014,2.41505838237409,0.140435824561235,0.337874120761681
"CYB561D1",-0.284622386774665,2.30352934935315,2.41352892377654,0.140553230234384,0.338088921230643
"AL162151.3",-0.551596001295269,-0.328447037391446,2.41378872481418,0.140563828206074,0.338088921230643
"COPRS",0.161676406233542,5.73910679046595,2.41283898735851,0.140605541190933,0.338117990606648
"TIGD5",-0.247756617452185,3.10262431202522,2.41223306320309,0.140652212021943,0.338117990606648
"CTC-756D1.3",-2.69083320259302,-3.07727118411818,2.38946866522764,0.140677379552016,0.338117990606648
"FLRT3",-2.69083320259302,-3.07727118411818,2.38946866522764,0.140677379552016,0.338117990606648
"HPCAL4",-2.69083320259302,-3.07727118411818,2.38946866522764,0.140677379552016,0.338117990606648
"ARL1",0.155565833691633,6.51276696914435,2.41170956972115,0.140692092529373,0.338117990606648
"SPG7",-0.173176076518425,5.38250468799252,2.41083112742934,0.140759460977597,0.338233343551781
"PRPF6",-0.171573794593601,5.9770861454231,2.40947798074128,0.140863304011342,0.338436298107601
"RNF14",-0.153378707803582,5.34934756951507,2.40893124903723,0.140905291727797,0.338490604505543
"ACAP1",2.36443098810528,-2.5649668734551,2.37322222419602,0.140991688165807,0.338610195141155
"CD302",0.18015028565172,4.24850788524341,2.40757195061392,0.141009759921698,0.338610195141155
"CTD-2521M24.11",-0.595208043752788,0.188390848247623,2.40722511777064,0.141047482968757,0.338610195141155
"TNKS2",-0.241832118882486,6.24966568337358,2.4065517196316,0.141088197099728,0.338610195141155
"AUTS2",0.155386283439088,6.1080893379767,2.40653425895899,0.141089540629454,0.338610195141155
"CNGB3",-2.69087654127626,-3.07724603201361,2.38398609335704,0.14110507195493,0.338610195141155
"SLC12A1",-2.69087654127626,-3.07724603201361,2.38398609335704,0.14110507195493,0.338610195141155
"NOTCH1",-0.245682370315781,4.62785225905222,2.40626582814802,0.141110204446351,0.338610195141155
"ZNF793",0.154386737540385,4.47982848610737,2.40535347396899,0.141180428488065,0.338703500832312
"DYRK3",0.155313329531733,5.43707257231122,2.40525651995303,0.141187881259787,0.338703500832312
"STARD3",-0.172682598919135,4.63164171661993,2.40470217170283,0.141230580297756,0.338726595469077
"AREL1",-0.161523603328767,5.68609515710532,2.40430201802587,0.141261395699657,0.338726595469077
"ATF7",0.201889807154925,2.91693163890213,2.40419968005921,0.14126956792883,0.338726595469077
"COPS4",0.151712255930923,5.96708323998736,2.40389110092337,0.141293058000215,0.338726595469077
"FAM214B",-0.399118221678688,0.657609741809261,2.40393368185345,0.141294497846567,0.338726595469077
"POP5",-0.150093583244332,5.04197568631658,2.40291759063742,0.141368112048258,0.338813549501838
"CBY1",-0.202403333065059,3.47964553956496,2.40290104391585,0.141369575172969,0.338813549501838
"ST6GALNAC3",-0.346578324995664,1.02963097686726,2.40213923225032,0.141430882122174,0.338882471858988
"SPON2",-0.434419042443813,0.126952413400519,2.401985262684,0.141451439626121,0.338882471858988
"RAD18",-0.143636189372256,5.47470415919651,2.40177112270178,0.141456553509344,0.338882471858988
"ATP11A",-0.226703077480006,5.0692471663985,2.40040817470021,0.141561790206098,0.339073263125136
"STRC",0.721290883102437,-0.886311746516928,2.40163778070675,0.141575029289049,0.339073263125136
"LRRN1",-0.159712858864776,6.08487398037839,2.39899776709799,0.141670783748297,0.339251146950057
"CASC21",-1.04201455889827,-1.39371276951124,2.39929565394758,0.141688157983436,0.339251146950057
"HSPD1",-0.156674288834145,10.3905450214931,2.39781014521498,0.141762643523842,0.339341516230138
"RAD21",0.156945425648311,7.76315145725461,2.3976079466708,0.141778290844951,0.339341516230138
"ELOVL5",-0.169317446432493,7.20685070321719,2.39753159447127,0.141784200115399,0.339341516230138
"STAG2",0.15784984171634,8.44076168442931,2.3966506427586,0.141852400560358,0.339458218252016
"RPS7P8",-1.43996397085446,-2.1277769406615,2.37173601766383,0.141900421479652,0.33952660453243
"PRKD3",0.144222711271439,6.77756322672013,2.3956061492681,0.141933314973055,0.339529380220772
"TMSB15A",0.180781931296521,3.90849253485936,2.39550538693728,0.141941224585988,0.339529380220772
"PXMP2",0.211507052221693,3.6621822586399,2.39526500200393,0.141959913239712,0.339529380220772
"TDRKH",-0.205416756556392,4.84643594676141,2.39487709201399,0.141989835534713,0.339554438250776
"RP11-498C9.15",-0.247080869241844,2.87225906650282,2.39422322093025,0.142040837532304,0.339588398808203
"RP11-16E12.1",-0.508570367114922,0.285588404424976,2.39430708061575,0.142042931216076,0.339588398808203
"LAMTOR4",-0.166402355890457,5.68988771086504,2.39389736637179,0.142065813747546,0.339596610494133
"CUX1",0.159802272026308,4.66323918251291,2.39228914987403,0.14219066061401,0.339772258037591
"STK39",-0.186781651200322,5.94848025887143,2.3921064392114,0.142204841456632,0.339772258037591
"LMBRD1",0.145243116230254,4.99834352881361,2.39206898659787,0.142207756457198,0.339772258037591
"DPF2",-0.184996072561811,4.13880227265357,2.39194890445326,0.142217124842329,0.339772258037591
"VSIG10L",-0.519306947022811,0.0734982330236338,2.39032903890511,0.142356196762281,0.34005799013173
"RP11-756P10.3",-0.785530514948795,-0.862806107154194,2.39075814840061,0.142408094941996,0.340110586772898
"SNORA9",0.486651357117521,0.723356966789832,2.38943231155002,0.142417169309554,0.340110586772898
"ATP6V1H",-0.175772322760698,5.38828036226464,2.38815770610029,0.142511971846082,0.340290448841281
"GARS",-0.177902280679688,6.83042293798651,2.38685365058937,0.142613574512125,0.340475823429505
"RP5-906C1.1",-0.72686186456455,-0.613570836572714,2.3872629953195,0.142645256335742,0.340475823429505
"SNORD17",0.334825106995642,8.61320951581394,2.38641078896929,0.142648100115122,0.340475823429505
"RP1-168L15.5",-0.481811664328583,0.565376534313173,2.38530272729759,0.142740119154632,0.340569094671446
"ACSS1",-0.270021447514978,1.98892532393349,2.3849528409008,0.142762600990989,0.340569094671446
"BARD1",0.157083526394279,5.69963181784324,2.3846130319291,0.142788364281562,0.340569094671446
"HCG15",1.09033648399269,-1.75445819783709,2.37931941706727,0.142795293226842,0.340569094671446
"AC012146.7",0.233079552187489,2.80166736659703,2.3845059430923,0.142797043749545,0.340569094671446
"ASTE1",0.241610183023832,3.13408653450658,2.38441328224768,0.1428041983269,0.340569094671446
"CTA-276F8.1",0.342668652178581,1.21199691721021,2.38328863025542,0.142893958179573,0.340689690642143
"RP11-192H23.4",-0.465064541334202,0.0971367992018002,2.38334383670989,0.14289974604761,0.340689690642143
"TMEM54",0.245400372772045,2.27563949652441,2.38302057212063,0.142913296526956,0.340689690642143
