NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REGULATION OF OSTEOBLAST DIFFERENTIATION%GOBP%GO:0045667	REGULATION OF OSTEOBLAST DIFFERENTIATION%GOBP%GO:0045667	Details ...	73	0.7092711	2.537958	0.0	0.0	0.0	1441	tags=32%, list=8%, signal=34%	
HALLMARK_TGF_BETA_SIGNALING%MSIGDBHALLMARK%HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING%MSIGDBHALLMARK%HALLMARK_TGF_BETA_SIGNALING	Details ...	43	0.7353841	2.4947865	0.0	0.0	0.0	715	tags=28%, list=4%, signal=29%	
CARDIAC SEPTUM DEVELOPMENT%GOBP%GO:0003279	CARDIAC SEPTUM DEVELOPMENT%GOBP%GO:0003279	Details ...	56	0.6770482	2.3095999	0.0	2.4971657E-4	0.001	715	tags=29%, list=4%, signal=30%	
CARDIAC SEPTUM MORPHOGENESIS%GOBP%GO:0060411	CARDIAC SEPTUM MORPHOGENESIS%GOBP%GO:0060411	Details ...	44	0.71440375	2.2960317	0.0	1.8728741E-4	0.001	715	tags=34%, list=4%, signal=35%	
ARTERY MORPHOGENESIS%GOBP%GO:0048844	ARTERY MORPHOGENESIS%GOBP%GO:0048844	Details ...	32	0.7495458	2.273361	0.0	2.9839654E-4	0.002	715	tags=41%, list=4%, signal=42%	
ATRIOVENTRICULAR VALVE DEVELOPMENT%GOBP%GO:0003171	ATRIOVENTRICULAR VALVE DEVELOPMENT%GOBP%GO:0003171	Details ...	21	0.818933	2.2476635	0.0	3.6823488E-4	0.003	669	tags=29%, list=4%, signal=30%	
NEGATIVE REGULATION OF BMP SIGNALING PATHWAY%GOBP%GO:0030514	NEGATIVE REGULATION OF BMP SIGNALING PATHWAY%GOBP%GO:0030514	Details ...	30	0.7406409	2.2414136	0.0	4.2042354E-4	0.004	440	tags=27%, list=3%, signal=27%	
BMP RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BMP RECEPTOR SIGNALING	BMP RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BMP RECEPTOR SIGNALING	Details ...	36	0.7037023	2.2139041	0.0	6.5232837E-4	0.007	163	tags=19%, list=1%, signal=20%	
TRANSFORMING GROWTH FACTOR BETA RECEPTOR SUPERFAMILY SIGNALING PATHWAY%GOBP%GO:0141091	TRANSFORMING GROWTH FACTOR BETA RECEPTOR SUPERFAMILY SIGNALING PATHWAY%GOBP%GO:0141091	Details ...	97	0.5765136	2.1990387	0.0	6.6322816E-4	0.008	979	tags=20%, list=6%, signal=21%	
ATRIOVENTRICULAR VALVE MORPHOGENESIS%GOBP%GO:0003181	ATRIOVENTRICULAR VALVE MORPHOGENESIS%GOBP%GO:0003181	Details ...	20	0.81999534	2.1919472	0.0	6.745265E-4	0.009	669	tags=30%, list=4%, signal=31%	
